Id,SalePrice
1461,124052.67340118546
1462,160192.27697152636
1463,184950.5802670332
1464,193881.8030591265
1465,195066.29530298553
1466,176805.0962028517
1467,175615.29347415853
1468,168712.20236557315
1469,184977.3218029648
1470,122938.41429893198
1471,193918.24305859243
1472,96093.52862984195
1473,94973.74132491939
1474,151275.14803209927
1475,119313.15295935958
1476,370560.13650069013
1477,244057.25437424332
1478,292465.5299255572
1479,288449.7067066194
1480,510812.11587576626
1481,326181.33378222806
1482,204401.79175840007
1483,175469.36413832783
1484,167794.20462626894
1485,177537.04202028352
1486,196802.12927270177
1487,333660.7932440427
1488,227671.0924114994
1489,192452.92271710973
1490,226248.595642204
1491,194786.65089451298
1492,98431.24739699782
1493,167512.8379837841
1494,295765.07739212905
1495,285527.67980953545
1496,230930.42735426198
1497,183701.8762335303
1498,167090.73575007677
1499,156802.30028030183
1500,157069.44811071563
1501,176552.76770388565
1502,154694.1251124278
1503,281800.03212341317
1504,230983.01097220703
1505,221580.1317932299
1506,184108.0121285544
1507,258397.34432262354
1508,199098.5772022337
1509,155960.91498619702
1510,146103.3235859661
1511,155024.89215530863
1512,174687.4951329827
1513,138833.72058922084
1514,167070.67896663077
1515,185146.76517713026
1516,147417.72821427826
1517,157381.6883173467
1518,131780.280362054
1519,224279.47407342156
1520,133955.59743588304
1521,136321.58465000763
1522,168245.9222691012
1523,114739.84977215918
1524,119855.00286825125
1525,124094.45572989571
1526,117201.9126824835
1527,107859.40976116595
1528,132168.30207571248
1529,147995.2692997549
1530,172959.75787307054
1531,119068.5352562826
1532,96017.71488372155
1533,147187.8365345746
1534,125259.96450446559
1535,151755.3550597643
1536,115600.22856469308
1537,64085.186944369445
1538,142392.76572245036
1539,189359.14494504817
1540,100280.43043514785
1541,140806.12558132678
1542,140824.99938257888
1543,189993.44288604264
1544,84837.67122263284
1545,104046.40006337693
1546,127304.39496108366
1547,136863.15916712146
1548,129686.37212562426
1549,114998.70802306269
1550,134787.03853954797
1551,113293.07202185752
1552,133727.60649562013
1553,140630.3260440318
1554,113133.3193219409
1555,162865.6442275875
1556,91447.37910168406
1557,103453.365809658
1558,99557.65232253232
1559,77557.4436080672
1560,132964.69646429498
1561,132349.8871323589
1562,132087.4251844521
1563,120331.71328231196
1564,160310.50338311354
1565,145868.89839575518
1566,226859.44674207954
1567,81450.42161764705
1568,237476.53661021063
1569,148531.66123281492
1570,137940.37009917124
1571,125899.27246428063
1572,145927.20210307656
1573,229133.72043680318
1574,118608.34192958342
1575,218253.3975291572
1576,237721.86819826957
1577,189311.1582897661
1578,140398.70366196823
1579,142049.63310596472
1580,192125.55168252683
1581,149434.8149231476
1582,125116.14432348227
1583,326099.32764213526
1584,226697.96459584252
1585,142098.03038881335
1586,75826.30868413477
1587,102083.25329128472
1588,148885.93168366275
1589,103740.95405458758
1590,137148.46000459502
1591,95371.69532862413
1592,122134.77028979415
1593,121507.05038072946
1594,119734.55953443983
1595,113187.93203850916
1596,235502.03849167336
1597,192206.81187330617
1598,198159.66356556353
1599,164263.92000106818
1600,166814.8805795942
1601,69898.27169168562
1602,118439.86916243206
1603,73797.89055350223
1604,262639.4295736259
1605,241943.35260334332
1606,167431.3337552584
1607,164899.17752662138
1608,209331.62252179452
1609,183995.860741388
1610,155271.76728290197
1611,140746.7332084678
1612,178079.24575002363
1613,167176.31950636275
1614,121528.00387921745
1615,83230.26380798442
1616,76388.30270492239
1617,88985.64041426663
1618,125976.54111224544
1619,139079.45624940738
1620,168963.7402632719
1621,139678.36921682343
1622,139788.66402757727
1623,270008.1329410395
1624,217485.56382539103
1625,120216.3497117111
1626,161155.39541075702
1627,188841.4808418702
1628,268645.37114829855
1629,175897.89904011428
1630,351881.30264386244
1631,214725.63015614712
1632,237204.51711987384
1633,170176.69007885794
1634,184994.35949040396
1635,177557.82483247147
1636,157458.5615006588
1637,194885.52889572355
1638,187781.19502224546
1639,180553.59620582598
1640,249855.38533472072
1641,173522.15972781472
1642,235898.4023900172
1643,222302.9467589097
1644,221392.80556389096
1645,209882.42900061625
1646,158820.35772383798
1647,156699.97172013234
1648,133405.22686367886
1649,142184.94643394338
1650,116346.40481569176
1651,120134.1453800968
1652,97912.53835713502
1653,98355.9347232717
1654,150723.47380059247
1655,141408.90866624194
1656,146296.38772328373
1657,152645.26022370488
1658,150540.13751539818
1659,125984.17686747754
1660,154086.54586421617
1661,440589.43760263536
1662,375157.5030730207
1663,380931.60285725875
1664,488571.36834991176
1665,309840.19334191136
1666,331336.77839932503
1667,374529.3083884402
1668,334770.7724248354
1669,289200.3240574189
1670,343504.60457009164
1671,270587.9189339781
1672,470142.51778362016
1673,295062.6181800202
1674,243472.19867123442
1675,193227.3936941331
1676,196287.8473376552
1677,208285.27960888678
1678,468235.63210999966
1679,395680.5297044141
1680,333626.03662186384
1681,248977.49666509673
1682,313998.97378126206
1683,187212.94651420251
1684,175800.35993386453
1685,173905.35922691596
1686,171413.66204999216
1687,169170.16220381056
1688,190620.45219591144
1689,195025.78822121985
1690,191403.61078025692
1691,181830.1047099025
1692,252152.43320231128
1693,169592.12798802642
1694,177319.67162897385
1695,166134.92452565755
1696,275091.4720907098
1697,169563.93195091828
1698,349864.32361823675
1699,336653.1371570177
1700,246191.3318088735
1701,267736.38700838655
1702,248029.39709361357
1703,247336.86175682818
1704,285498.8144602804
1705,224691.19820315205
1706,305903.2390767749
1707,211435.77280675928
1708,206244.64880551255
1709,264336.45841517375
1710,214724.64254392055
1711,261324.52861432123
1712,259172.193630704
1713,273924.8635427846
1714,218384.79147611893
1715,202744.077293586
1716,180161.1608393905
1717,172507.9027320691
1718,128944.19062674961
1719,201647.96850544526
1720,239652.27718490653
1721,162140.5375256659
1722,124674.65389368232
1723,157017.2229516391
1724,209267.06438766606
1725,239020.7198330619
1726,187100.60532575785
1727,163454.7026548323
1728,177181.12575405874
1729,162385.1970093446
1730,152152.16384000386
1731,123291.2528831331
1732,131092.77419711035
1733,118529.5544326847
1734,121888.07485483198
1735,129682.83224685288
1736,117059.486971302
1737,315350.0501126753
1738,223191.67520630325
1739,255148.45022997732
1740,216537.2304305529
1741,193746.6598397661
1742,170236.52115835843
1743,176016.63391467175
1744,300463.3295898633
1745,213102.8740489795
1746,190497.52432297205
1747,215357.08249674336
1748,227753.43759129033
1749,153632.25235178246
1750,132964.26869298963
1751,229164.59791583443
1752,120893.43163540424
1753,148146.0330203211
1754,191644.80072004936
1755,166656.1047310731
1756,126017.73827756464
1757,121891.5535209164
1758,143579.1369971406
1759,157397.96979490877
1760,166087.28950812214
1761,142475.89312764705
1762,173275.19981642935
1763,170862.2813158986
1764,115127.0271869266
1765,145352.6861073806
1766,181963.67630310927
1767,218358.1191209113
1768,140869.7094287011
1769,167293.80699846701
1770,147732.60464788342
1771,123222.91314787927
1772,134751.53549336139
1773,128270.31480701356
1774,139286.60777107638
1775,137995.32037982735
1776,122448.94455094721
1777,112481.6434763854
1778,139325.40453365076
1779,122338.72438861703
1780,169342.63175077207
1781,128282.88840829182
1782,95174.98217238577
1783,140350.2346135897
1784,105895.72173827913
1785,120879.44746390604
1786,147784.19166454504
1787,153507.1074820473
1788,65695.4449547572
1789,97810.34539714843
1790,83472.70330341409
1791,192058.79701083526
1792,156361.69279099858
1793,133043.26711528428
1794,146905.56747847504
1795,135243.0260786688
1796,123550.91863356075
1797,115763.95250663727
1798,124323.92366692511
1799,107645.52670909443
1800,130496.33682711764
1801,124326.63383013169
1802,133977.9435672497
1803,152501.81314610317
1804,142700.29028430485
1805,137629.44119107004
1806,120140.34335487509
1807,129408.88393890049
1808,114250.61326328172
1809,122696.37550692153
1810,138318.71695102417
1811,92606.75292781158
1812,100036.58167163635
1813,120533.18708397126
1814,100358.75159750956
1815,65153.54480085649
1816,100398.0751924832
1817,114648.98899898652
1818,140561.94651717172
1819,122242.40451959657
1820,58878.23976970846
1821,111907.39989562439
1822,152511.45160790288
1823,44603.861217338635
1824,129844.4224902374
1825,131586.7787747343
1826,105016.4410381888
1827,107566.54329106936
1828,133565.34037307184
1829,114158.15830944263
1830,138169.21785596968
1831,139985.35673920138
1832,96354.4521661354
1833,140330.67071364284
1834,116145.14720267538
1835,125445.68190948197
1836,126333.98967207447
1837,91162.49300314787
1838,122322.36683124585
1839,100734.37715173111
1840,148706.88847135738
1841,133831.70116588156
1842,88400.06377708007
1843,136333.9442039761
1844,133233.1572015824
1845,141612.4684881969
1846,155804.89996903393
1847,170283.25754682568
1848,62774.46797752719
1849,110072.3234439375
1850,118390.12991312929
1851,148450.2350160002
1852,125775.11638291554
1853,133183.89132450926
1854,165744.7296548571
1855,149108.09070679406
1856,224763.56645665888
1857,149768.9809284561
1858,143645.49532358616
1859,117738.75651110306
1860,155264.8842133944
1861,117473.9925134734
1862,299635.48005716776
1863,280802.52135001094
1864,280821.74917298974
1865,314211.7388959096
1866,318707.36667767813
1867,234442.04441573075
1868,304055.82225430885
1869,202541.77357863146
1870,224383.16909126414
1871,243335.16826961157
1872,172264.88875965204
1873,240776.84729326272
1874,146256.13375291554
1875,204547.9957689918
1876,193087.38918741653
1877,210412.9726570748
1878,209828.63265182707
1879,132183.30040932412
1880,132673.19693788415
1881,253885.62102164858
1882,247114.87916571184
1883,191524.89259773347
1884,205284.7737069996
1885,225665.35119400788
1886,284656.8790810752
1887,206170.65358669212
1888,278761.76506193687
1889,169025.0480357606
1890,120135.0639378368
1891,126799.10586055685
1892,105339.54200146286
1893,125543.13538227095
1894,127458.83928497006
1895,134850.9732291847
1896,124744.16357430888
1897,117949.3548209816
1898,114393.5501478425
1899,152436.29159897115
1900,142321.96622125382
1901,163612.69433670715
1902,143015.1140124858
1903,224077.75733696434
1904,136057.6113091221
1905,193269.71043509743
1906,143480.98214965744
1907,210381.8821635525
1908,113160.65413045941
1909,136655.92576059094
1910,122852.87093031139
1911,207114.5877561281
1912,311321.50720334094
1913,147890.15107887078
1914,54806.55272843962
1915,335449.597514249
1916,75035.10368647502
1917,241359.38354879757
1918,138134.99549807538
1919,168392.19913461764
1920,166913.61447705704
1921,400093.04875772825
1922,304503.1373086604
1923,213295.53089663398
1924,226185.2837292944
1925,204276.54733595898
1926,375966.6427276515
1927,134431.3822418717
1928,160327.3686140057
1929,124734.42108712024
1930,130847.8439046214
1931,145249.41362804707
1932,139434.79257649244
1933,167318.7103045637
1934,183366.0009103823
1935,174621.24431461014
1936,185999.38279695233
1937,179801.38104248932
1938,172433.47276216937
1939,244865.92954532284
1940,191189.73726796138
1941,173275.51677069592
1942,178730.4050008567
1943,204913.40876508583
1944,337560.1305049062
1945,380894.024649126
1946,146838.12720052444
1947,236507.2436128826
1948,153414.78534901165
1949,249211.88375102167
1950,176829.4130240066
1951,254677.70566958637
1952,219168.38842094963
1953,168922.1374909135
1954,177563.55492042413
1955,133489.4936143447
1956,277967.88814617775
1957,150403.15429290422
1958,299598.18569926993
1959,147271.4167762381
1960,112678.46392860888
1961,122978.13350588053
1962,98029.13888703525
1963,101499.27595115844
1964,108534.28452100635
1965,147727.04524566932
1966,140667.34116688895
1967,284940.0874049539
1968,432373.3036743397
1969,380662.11658091703
1970,416934.04181435704
1971,446688.23752523086
1972,366450.731980714
1973,265805.4573727089
1974,319841.7566074286
1975,463336.253400158
1976,267911.3077501758
1977,372630.0510723669
1978,357562.2165709571
1979,327740.39684521104
1980,196214.05297822822
1981,343673.0574573686
1982,214675.96401064203
1983,205825.70553269034
1984,170337.08438497264
1985,212236.56747994435
1986,215049.37973690196
1987,183168.54937482334
1988,176679.76659962555
1989,194222.95566109166
1990,211091.5021899443
1991,218627.09022505413
1992,208975.59026230458
1993,174886.21188963624
1994,228666.0643559945
1995,186387.84645755508
1996,256619.77875904148
1997,303795.14635893697
1998,322627.61334820034
1999,263399.6723250773
2000,317149.57538361143
2001,273127.0890369692
2002,234894.12444592288
2003,259271.5786264892
2004,281980.6682437175
2005,213894.9553440938
2006,220644.68965579133
2007,247815.66424410904
